headline,pub_date,url,word_count,news_desk,source
I’m a Red-State Mayor and I Ordered My City to Stay Home,2020-04-01T09:00:28+0000,https://www.nytimes.com/2020/04/01/opinion/tulsa-lockdown-coronavirus.html,1326,OpEd,The New York Times
A Brief History of ‘Karen’,2020-07-31T09:00:11+0000,https://www.nytimes.com/2020/07/31/style/karen-name-meme-history.html,1361,Styles,The New York Times
Noose Found in Bubba Wallace’s Garage,2020-06-22T04:49:40+0000,https://www.nytimes.com/2020/06/22/sports/bubba-wallace-noose-talladega.html,672,Express,The New York Times
"Tapestry C.E.O. Resigns, Acknowledging Past Relationship",2020-07-21T18:42:13+0000,https://www.nytimes.com/2020/07/21/business/tapestry-jide-zeitlin-resigns.html,609,Business,The New York Times
"The Quarantine Bubbles Are Coming and I, for One, Am Stressed",2020-05-26T22:30:05+0000,https://www.nytimes.com/2020/05/26/opinion/coronavirus-quarantine-bubbles.html,1101,OpEd,The New York Times
The Week in Business: Coronavirus Hits the World Economy,2020-02-02T12:00:07+0000,https://www.nytimes.com/2020/02/02/business/the-week-in-business-coronavirus-hits-the-world-economy.html,865,SundayBusiness,The New York Times
"Arctic Dining: Think Frozen Sashimi, With a Side of Reindeer Blood",2020-02-09T10:00:17+0000,https://www.nytimes.com/2020/02/09/world/europe/russia-stroganina-siberia.html,1367,Foreign,The New York Times
Passengers Begin Disembarking Infected Cruise Ship,2020-02-19T01:13:58+0000,https://www.nytimes.com/2020/02/18/world/asia/coronavirus-diamond-princess-cdc.html,359,Foreign,The New York Times
"A Mother, a Pandemic and Scorched Rice",2020-04-28T09:00:19+0000,https://www.nytimes.com/2020/04/28/well/eat/coronavirus-cooking-rice-family-mothers-daughters.html,1088,Well,The New York Times
‘The Last of Us Part II’ Is a Dark Game for a Dark Time,2020-06-19T09:00:35+0000,https://www.nytimes.com/2020/06/19/business/last-of-us-2-review.html,2994,SundayBusiness,The New York Times
"Taylor Swift, leaning further into politics, endorses Joe Biden and Kamala Harris.",2020-10-07T22:48:28+0000,https://www.nytimes.com/2020/10/07/us/politics/taylor-swift-joe-biden-kamala-harris.html,445,Politics,The New York Times
Talking to the Dead in the Sunshine State,2020-08-01T17:00:13+0000,https://www.nytimes.com/2020/08/01/opinion/spiritualism-cassadaga-florida.html,5554,OpEd,The New York Times
You Can Adapt It All,2020-04-08T14:30:01+0000,https://www.nytimes.com/2020/04/08/dining/you-can-adapt-it-all.html,577,Dining,The New York Times
"40-Year-Olds, How Are You Doing?",2020-03-31T19:00:06+0000,https://www.nytimes.com/2020/03/31/opinion/inequality-1980-economy.html,163,OpEd,The New York Times
"Justice Dept. Sues Yale, Citing Illegal Race Discrimination",2020-10-09T00:07:47+0000,https://www.nytimes.com/2020/10/08/us/yale-discrimination.html,588,National,The New York Times
Peaceful Protesters With ‘Room for Rage’ Sympathize With Aggressive Tactics,2020-07-28T00:25:31+0000,https://www.nytimes.com/2020/07/27/us/protests-divisions-blm.html,1434,National,The New York Times
How to Look for Official Drop Boxes in California,2020-10-14T12:42:54+0000,https://www.nytimes.com/2020/10/14/us/california-official-drop-boxes.html,1031,National,The New York Times
"The Tickets Home Were $5,000. They Paid It.",2020-03-12T16:12:57+0000,https://www.nytimes.com/2020/03/12/travel/coronavirus-travel-ban-paris.html,680,Travel,The New York Times
Want to Be the Next Big Thing in Fashion? Nah,2020-10-27T09:00:20+0000,https://www.nytimes.com/2020/10/27/fashion/who-are-the-cool-new-designers.html,1366,Styles,The New York Times
"LeBron James on Black Voter Participation, Misinformation and Trump",2020-10-21T09:30:08+0000,https://www.nytimes.com/2020/10/21/us/politics/lebron-james-trump-black-voters.html,1123,Politics,The New York Times
Van Cleef & Arpels is Ready to Blossom,2020-08-30T09:01:07+0000,https://www.nytimes.com/2020/08/30/fashion/jewelry-van-cleef-and-arpels.html,467,SpecialSections,International New York Times
Op-Art: A Surviving Instrument,2020-06-16T09:00:26+0000,https://www.nytimes.com/2020/06/16/opinion/violin-luthier-coronavirus.html,10,OpEd,The New York Times
U.S. Women’s Team Qualifies for Olympic Soccer Tournament,2020-02-08T02:56:11+0000,https://www.nytimes.com/2020/02/07/sports/soccer/uswnt-women-soccer-olympics.html,883,Sports,The New York Times
Reflections on Racism in America,2020-06-12T17:49:33+0000,https://www.nytimes.com/2020/06/12/opinion/letters/racism-unrest-george-floyd.html,592,Letters,The New York Times
Slumber Parties: New Picture Books for Bedtime,2020-11-06T18:58:58+0000,https://www.nytimes.com/2020/11/06/books/review/carson-ellis-in-the-half-room.html,1094,BookReview,The New York Times
Democrats Near Deal With White House on Stimulus Package,2020-03-24T15:53:24+0000,https://www.nytimes.com/2020/03/24/us/politics/coronavirus-stimulus-bill.html,1387,Washington,The New York Times
Nepal and China Say Mount Everest Is Two Feet Higher,2020-12-08T12:18:08+0000,https://www.nytimes.com/2020/12/08/world/asia/mount-everest-china-nepal.html,671,Foreign,The New York Times
"Waiting for a Covid-19 Vaccine, and Worrying About It",2020-07-15T20:28:02+0000,https://www.nytimes.com/2020/07/15/opinion/letters/coronavirus-vaccine.html,516,Letters,The New York Times
"Wildfires, Sept. 11, ‘Queer Eye’: Your Friday Evening Briefing",2020-09-11T22:21:29+0000,https://www.nytimes.com/2020/09/11/briefing/wildfires-sept-11-queer-eye.html,1234,NYTNow,The New York Times
‘Scarier’ Than Hurricane Maria: A Deadly Earthquake Terrifies Puerto Rico,2020-01-07T09:41:20+0000,https://www.nytimes.com/2020/01/07/us/puerto-rico-earthquake.html,1618,National,The New York Times
"Corrections: Jan. 30, 2020",2020-01-30T04:47:21+0000,https://www.nytimes.com/2020/01/29/pageoneplus/corrections-jan-30-2020.html,269,Corrections,The New York Times
"Rupert Murdoch, His Son Lachlan and Other Fox Executives Will Take Pay Cuts",2020-04-22T17:22:03+0000,https://www.nytimes.com/2020/04/22/business/media/rupert-murdoch-lachlan-murdoch-pay-cut-fox-coronavirus.html,500,Business,The New York Times
The British Designer Paying Tribute to the Immigrant Experience,2020-08-10T11:00:24+0000,https://www.nytimes.com/2020/08/10/t-magazine/priya-ahluwalia-fashion-menswear.html,868,TStyle,The New York Times
Mike Bloomberg: Fixing Inequality Is My Priority,2020-02-06T23:49:10+0000,https://www.nytimes.com/2020/02/06/opinion/mike-bloomberg-tax-2020.html,952,OpEd,The New York Times
"Cuomo Attacks Supreme Court, but Virus Ruling Is Warning to Governors",2020-11-26T17:24:42+0000,https://www.nytimes.com/2020/11/26/nyregion/supreme-court-churches-religious-gatherings.html,1245,Metro,The New York Times
Breonna Taylor Case Is Formidable Test for an Ascendant Attorney General,2020-09-24T21:37:38+0000,https://www.nytimes.com/2020/09/24/us/daniel-cameron-breonna-taylor-kentucky.html,1214,National,The New York Times
"C.D.C. Calls on Schools to Reopen, Downplaying Health Risks",2020-07-24T21:23:36+0000,https://www.nytimes.com/2020/07/24/health/cdc-schools-coronavirus.html,1562,Science,The New York Times
A Call to High School Letter Writers,2020-02-04T20:43:57+0000,https://www.nytimes.com/2020/02/04/opinion/letters/student-letters-new-york-times.html,125,Letters,The New York Times
Fact-Checking the Biden-Sanders Democratic Debate,2020-03-16T00:53:29+0000,https://www.nytimes.com/2020/03/15/us/politics/democratic-debate-fact-check.html,1762,Washington,The New York Times
"A Sea of Mourners in Iran, and New Threats From Both Sides",2020-01-06T08:25:38+0000,https://www.nytimes.com/2020/01/06/world/middleeast/iran-soleimani.html,4214,Foreign,The New York Times
The White House Christmas Decorations Look Strikingly Normal,2020-11-30T21:11:19+0000,https://www.nytimes.com/2020/11/30/style/christmas-decorations-melania-trump-white-house.html,573,Styles,The New York Times
A Glitch in Trump’s Plan to Live at Mar-a-Lago: A Pact He Signed Says He Can’t,2020-12-16T23:44:47+0000,https://www.nytimes.com/2020/12/16/us/politics/trump-mar-a-lago.html,728,Washington,The New York Times
A Venetian Aperitif Fit for a Spritz,2020-02-03T22:39:24+0000,https://www.nytimes.com/2020/02/03/dining/select-aperitivo.html,137,Dining,The New York Times
"Poor and Desperate, Pakistani Hindus Accept Islam to Get By",2020-08-04T18:22:47+0000,https://www.nytimes.com/2020/08/04/world/asia/pakistan-hindu-conversion.html,1328,Foreign,The New York Times
"With Most Pantomimes Canceled, Another Blow to U.K. Theaters",2020-12-15T10:00:23+0000,https://www.nytimes.com/2020/12/15/theater/pantomime-uk.html,1462,Arts&Leisure,The New York Times
‘Presidential Malpractice’ Over Covid-19,2020-10-27T18:44:48+0000,https://www.nytimes.com/2020/10/27/opinion/letters/covid-trump.html,361,Letters,The New York Times
Bishop-Elect Resigns After Being Accused of Sexually Abusing a Minor,2020-09-08T01:01:49+0000,https://www.nytimes.com/2020/09/07/us/bishop-duluth-minnesota-sexual-abuse.html,584,Express,The New York Times
Feline in an Internet Meme,2020-01-14T03:00:05+0000,https://www.nytimes.com/2020/01/13/crosswords/daily-puzzle-2020-01-14.html,1390,Games,The New York Times
The New Travel Document: Photograph of an Empty Plane,2020-03-26T15:05:00+0000,https://www.nytimes.com/2020/03/26/travel/coronavirus-empty-planes.html,711,Styles,The New York Times
"BAFTA Takes Steps on Diversity, After All-White, All-Male Shortlists",2020-09-24T17:32:12+0000,https://www.nytimes.com/2020/09/24/movies/bafta-diversity-changes.html,805,Culture,The New York Times
F.D.A. Warns Purell to Stop Claiming It Can Prevent Ebola or Flu,2020-01-28T23:24:59+0000,https://www.nytimes.com/2020/01/28/health/purell-fda-ebola-virus.html,349,Science,The New York Times
Florida’s Virus Spike Gives N.B.A. Players One More Reason to Hesitate,2020-06-22T18:09:20+0000,https://www.nytimes.com/2020/06/22/sports/basketball/coronavirus-nba-florida.html,1061,Sports,The New York Times
‘The Trial of the Chicago 7’ Review: They Fought the Law,2020-09-25T01:01:51+0000,https://www.nytimes.com/2020/09/24/movies/the-trial-of-the-chicago-7-review.html,988,Weekend,The New York Times
Lightning Eliminate Islanders to Advance to Stanley Cup Finals,2020-09-18T04:45:43+0000,https://www.nytimes.com/2020/09/18/sports/hockey/lightning-win-eastern-conference.html,924,Sports,The New York Times
A Plan Just Might Be Coming Together for the Buccaneers,2020-10-19T11:31:15+0000,https://www.nytimes.com/2020/10/19/sports/football/buccaneers-packers.html,1086,Sports,The New York Times
Trump’s Halting Walk Down Ramp Raises New Health Questions,2020-06-14T18:30:37+0000,https://www.nytimes.com/2020/06/14/us/politics/trump-ramp-water-glass-health.html,594,Washington,The New York Times
Coronavirus Briefing: What Happened Today,2020-03-30T22:55:01+0000,https://www.nytimes.com/2020/03/30/us/coronavirus-today.html,1608,NYTNow,The New York Times
A New Item on Your Medical Bill: The ‘Covid’ Fee,2020-11-05T10:00:15+0000,https://www.nytimes.com/2020/11/05/upshot/covid-fee-medical-bills.html,1430,Upshot,The New York Times
Your Thursday Briefing,2020-09-16T19:20:35+0000,https://www.nytimes.com/2020/09/16/briefing/india-coronavirus-china-domestic-abuse-yoshihide-suga.html,1462,NYTNow,The New York Times
I Was Reagan’s Solicitor General. Here’s What Biden Should Do With the Court.,2020-10-19T09:00:12+0000,https://www.nytimes.com/2020/10/19/opinion/biden-supreme-court.html,805,OpEd,The New York Times
Dinner for One,2020-07-27T14:30:00+0000,https://www.nytimes.com/2020/07/27/dining/dinner-for-one.html,573,Dining,The New York Times
The Great Bond Party of 2019 Is Ending,2020-01-17T11:00:11+0000,https://www.nytimes.com/2020/01/17/business/bond-market-investments.html,1152,SundayBusiness,The New York Times
"In Buenos Aires, Shops Where Sophistication and Tradition Meet",2020-11-25T10:00:32+0000,https://www.nytimes.com/2020/11/25/style/buenos-aires-shopping.html,794,SpecialSections,International New York Times
"William Frankland, Pioneering Allergist, Dies at 108",2020-04-03T14:06:26+0000,https://www.nytimes.com/2020/04/03/science/william-frankland-dead-coronavirus.html,924,Obits,The New York Times
The Case of the Fit Bookworm of Brooklyn,2020-04-24T09:00:08+0000,https://www.nytimes.com/2020/04/24/well/family/lost-keys-coronavirus.html,1197,Well,The New York Times
"As Japan’s Abe Leaves, ‘Abenomics’ Will Remain, for Good or Ill",2020-08-31T04:01:08+0000,https://www.nytimes.com/2020/08/31/business/japan-shinzo-abe-economy.html,1301,Business,The New York Times
12 Streamable Plays That Depict Black Lives Pierced by Racism,2020-06-12T21:48:10+0000,https://www.nytimes.com/2020/06/12/theater/racism-streamable-plays.html,924,Culture,The New York Times
"Embracing Sexual Identity, These Graphic Novels Burst With Life",2020-09-03T16:14:26+0000,https://www.nytimes.com/2020/09/03/books/review/howard-cruse-stuck-rubber-baby-spellbound-bishakh-sim.html,1046,BookReview,The New York Times
Norway Has a Must-See Team. Barely Anyone Can Watch It.,2020-11-08T10:00:10+0000,https://www.nytimes.com/2020/11/08/sports/soccer/bodo-glimt-norway.html,2068,Sports,The New York Times
U.S. Hospitalizations for the Coronavirus Near April Peak,2020-07-22T23:27:08+0000,https://www.nytimes.com/2020/07/22/us/coronavirus-hospitalizations-near-peak.html,1156,National,The New York Times
Outspoken Chinese Professor Is Said to Be Released From Detention,2020-07-12T06:20:28+0000,https://www.nytimes.com/2020/07/12/world/asia/xu-zhangrun-china-xi.html,390,Foreign,The New York Times
"New Literary Prize Will Award Over $100,000 to a Female Novelist",2020-02-07T10:00:17+0000,https://www.nytimes.com/2020/02/07/books/carol-shields-prize-fiction-women-writer.html,634,Books,The New York Times
A Zoom Wedding With a Salute to Sweden,2020-05-29T09:00:09+0000,https://www.nytimes.com/2020/05/29/fashion/weddings/a-zoom-wedding-with-a-salute-to-sweden.html,585,Society,The New York Times
"Edward Kleinbard, Tax Lawyer Turned Reformer, Dies at 68",2020-07-11T00:10:12+0000,https://www.nytimes.com/2020/07/10/business/dealbook/edward-kleinbard-dead.html,888,Obits,The New York Times
"With Harsh Words, China’s Military Denies It Hacked Equifax",2020-02-13T08:27:52+0000,https://www.nytimes.com/2020/02/13/business/china-equifax-deny.html,344,Business,The New York Times
Jeff Bezos Is Sued by His Girlfriend’s Brother,2020-02-02T22:16:27+0000,https://www.nytimes.com/2020/02/02/business/media/jeff-bezos-michael-sanchez-lawsuit.html,987,Business,The New York Times
Economic Demands Test Biden Even Before Inauguration,2020-11-14T14:33:29+0000,https://www.nytimes.com/2020/11/14/business/economy/biden-democrats-economic-stimulus.html,1528,Business,The New York Times
‘La Vie en Rose’,2020-04-28T02:00:02+0000,https://www.nytimes.com/2020/04/27/crosswords/daily-puzzle-2020-04-28.html,544,Games,The New York Times
"For A.O.C., ‘Existential Crises’ as Her District Becomes the Coronavirus Epicenter",2020-05-04T09:00:22+0000,https://www.nytimes.com/2020/05/04/us/politics/coronavirus-alexandria-ocasio-cortez.html,1794,Washington,The New York Times
"In an English City, an Early Benefactor Is Now ‘a Toxic Brand’",2020-06-14T16:16:19+0000,https://www.nytimes.com/2020/06/14/world/europe/Bristol-Colston-statue-slavery.html,1379,Foreign,The New York Times
"Voters favor Biden over Trump on almost all major issues, a new poll shows.",2020-10-20T09:12:20+0000,https://www.nytimes.com/2020/10/20/us/elections/voters-favor-biden-over-trump-on-almost-all-major-issues-a-new-poll-shows.html,291,Politics,The New York Times
What Has Lockdown Done to Us?,2020-12-08T10:00:14+0000,https://www.nytimes.com/2020/12/08/opinion/covid-lockdown-isolation.html,1068,OpEd,The New York Times
"From White Gloves to Latex, the Doormen of New York",2020-03-23T09:00:11+0000,https://www.nytimes.com/2020/03/23/style/doormen-coronavirus.html,1355,Styles,The New York Times
"Michelle Wikum, Walker Williams",2020-06-14T10:00:05+0000,https://www.nytimes.com/2020/06/14/fashion/weddings/michelle-wikum-walker-williams.html,319,Society,The New York Times
"As Coronavirus Looms, Mask Shortage Gives Rise to Promising Approach",2020-03-20T21:56:57+0000,https://www.nytimes.com/2020/03/20/health/coronavirus-masks-reuse.html,897,Science,The New York Times
"As Market Convulses, Big Banks Plan to Borrow Funds From Fed",2020-03-17T02:42:03+0000,https://www.nytimes.com/2020/03/16/business/fed-discount-window.html,564,Business,The New York Times
They Always Felt Like a Couple,2020-07-10T10:00:07+0000,https://www.nytimes.com/2020/07/10/fashion/weddings/they-always-felt-like-a-couple.html,499,Society,The New York Times
Behind the Cover: The Originalists,2020-02-27T19:54:51+0000,https://www.nytimes.com/2020/02/27/magazine/behind-the-cover-the-originalists.html,82,Magazine,The New York Times
Celebrating Juneteenth in California,2020-06-19T13:03:28+0000,https://www.nytimes.com/2020/06/19/us/ca-juneteenth-celebration.html,1609,National,The New York Times
The Lost Spring,2020-06-28T09:00:21+0000,https://www.nytimes.com/2020/06/28/sports/senior-season.html,718,Sports,The New York Times
Trump’s Big (Risky?) Return,2020-10-13T11:00:19+0000,https://www.nytimes.com/2020/10/13/us/politics/trump-campaign-fauci-covid.html,1192,Politics,The New York Times
This 19th-Century Law Helps Shape Criminal Justice in Indian Country,2020-07-19T15:00:07+0000,https://www.nytimes.com/2020/07/19/opinion/mcgirt-native-reservation-implications.html,894,OpEd,The New York Times
We’re Holding Tight to Our Good Luck Talismans,2020-04-14T09:00:29+0000,https://www.nytimes.com/2020/04/14/style/rituals-superstition-the-year-of-magical-thinking.html,1480,Styles,The New York Times
Can We Call Trump a Killer?,2020-06-25T02:05:41+0000,https://www.nytimes.com/2020/06/24/opinion/trump-coronavirus-deaths.html,920,OpEd,The New York Times
Has the Court Learned Nothing From Bush v. Gore?,2020-11-02T10:00:08+0000,https://www.nytimes.com/2020/11/02/opinion/election-supreme-court.html,1263,OpEd,The New York Times
The Challenge for Chile and the World,2020-01-24T10:00:19+0000,https://www.nytimes.com/2020/01/24/opinion/chile-protests.html,1133,OpEd,The New York Times
"N.Y.C. to Allow Indoor Dining, in Milestone on Recovery From Pandemic",2020-09-09T17:13:39+0000,https://www.nytimes.com/2020/09/09/nyregion/indoor-dining-coronavirus.html,1570,Metro,The New York Times
Polling Problems,2020-11-13T11:28:46+0000,https://www.nytimes.com/2020/11/13/briefing/arizona-president-of-turkmenistan-the-weeknd.html,1646,NYTNow,The New York Times
The Plot Against Gretchen Whitmer Shows the Danger of Private Militias,2020-10-08T21:36:44+0000,https://www.nytimes.com/2020/10/08/opinion/militias-gretchen-whitmer.html,1190,OpEd,The New York Times
"Drawing on the Past, Living in the Present, Dreaming of the Future",2020-01-12T19:48:10+0000,https://www.nytimes.com/2020/01/12/theater/under-the-radar-festival-reviews.html,1159,Culture,The New York Times
DNA Inherited From Neanderthals May Increase Risk of Covid-19,2020-07-04T23:43:53+0000,https://www.nytimes.com/2020/07/04/health/coronavirus-neanderthals.html,1064,Science,The New York Times
"Corrections: March 1, 2020",2020-03-01T05:03:07+0000,https://www.nytimes.com/2020/03/01/pageoneplus/corrections-march-1-2020.html,398,Corrections,The New York Times
A Bag of Cash Falls From the Sky. Trouble Is Close Behind.,2020-01-21T15:32:21+0000,https://www.nytimes.com/2020/01/21/books/review/stephen-wright-processed-cheese.html,626,BookReview,The New York Times
"For an American Journeyman, a Long-Delayed Honor in Japan",2020-06-19T04:00:11+0000,https://www.nytimes.com/2020/06/19/sports/baseball/japan-nippon-league-zach-neal.html,1080,Sports,The New York Times
Summer Internships Won’t Be the Same This Year,2020-04-20T10:52:08+0000,https://www.nytimes.com/2020/04/20/business/dealbook/summer-internship-coronavirus-virtual-remote.html,1495,Business,The New York Times
‘P-Valley’ Dances to a Different Tune,2020-07-07T09:00:27+0000,https://www.nytimes.com/2020/07/07/arts/television/p-valley-starz.html,1611,Arts&Leisure,The New York Times
How Rebecca Solnit Found Her Voice,2020-03-06T20:28:16+0000,https://www.nytimes.com/2020/03/06/books/review/recollections-of-my-nonexistence-rebecca-solnit.html,920,BookReview,The New York Times
"Woody Johnson Was a Loyal Trump Supporter in 2016. As an Ambassador, He May Be Too Loyal.",2020-07-24T23:19:38+0000,https://www.nytimes.com/2020/07/24/world/europe/woody-johnson-trump.html,1472,Washington,The New York Times
Finger Licking in the Time of Coronavirus,2020-03-12T13:00:03+0000,https://www.nytimes.com/2020/03/12/style/finger-licking-in-the-time-of-coronavirus.html,862,Styles,The New York Times
Road Tripping While Black: Readers Respond,2020-06-25T09:00:33+0000,https://www.nytimes.com/2020/06/25/travel/road-tripping-while-black-readers-respond.html,1535,Travel,The New York Times
Impeachment Briefing: Meet the Managers,2020-01-16T01:23:47+0000,https://www.nytimes.com/2020/01/15/us/politics/impeachment-briefing-meet-the-managers.html,997,Washington,The New York Times
"3 Thanksgiving Desserts That Are Easy to Share, Even in a Pandemic",2020-11-13T13:59:51+0000,https://www.nytimes.com/2020/11/13/dining/shareable-thanksgiving-desserts.html,556,Dining,The New York Times
Coronavirus Disrupts Troop Withdrawal in Afghanistan,2020-03-18T14:35:11+0000,https://www.nytimes.com/2020/03/18/world/asia/coronavirus-withdrawal-afghanistan.html,1006,Washington,The New York Times
Taylor Swift’s Dominant ‘Folklore’ Notches a Fifth Week at No. 1,2020-08-31T17:04:40+0000,https://www.nytimes.com/2020/08/31/arts/music/taylor-swift-folklore-billboard.html,306,Culture,The New York Times
"‘F11 and Be There’ Review: Burk Uzzle, a Photographer Worth Knowing",2020-07-14T11:00:05+0000,https://www.nytimes.com/2020/07/14/movies/f11-and-be-there-review.html,312,Weekend,The New York Times
Puerto Rican officials tested positive for the coronavirus after indoor campaign events.,2020-08-24T20:53:08+0000,https://www.nytimes.com/2020/08/24/us/elections/puerto-rican-officials-tested-positive-for-the-coronavirus-after-indoor-campaign-events.html,180,Politics,The New York Times
Scientists Destroyed a Nest of Murder Hornets. Here’s What They Learned.,2020-11-13T20:24:03+0000,https://www.nytimes.com/2020/11/13/us/murder-hornets-us.html,847,Express,The New York Times
"Lindsey Graham leads Jaime Harrison in the South Carolina Senate race, a new poll shows.",2020-10-15T17:41:08+0000,https://www.nytimes.com/2020/10/15/us/elections/lindsey-graham-leads-jaime-harrison-in-the-south-carolina-senate-race-a-new-poll-shows.html,297,Politics,The New York Times
What Will Become of a Tycoon’s Art Gems?,2020-12-20T22:46:32+0000,https://www.nytimes.com/2020/12/20/arts/design/solow-art-museum-auction.html,1759,Culture,The New York Times
A House by Any Other Name,2020-11-03T14:00:07+0000,https://www.nytimes.com/2020/11/03/realestate/house-names.html,1359,RealEstate,The New York Times
Why Biden Needs a Landslide Just to Win,2020-08-22T18:30:07+0000,https://www.nytimes.com/2020/08/22/opinion/sunday/trump-cheat-biden-2020.html,1193,OpEd,The New York Times
New in Paperback: ‘The Testaments’ and ‘The Patient’s Checklist’,2020-08-28T09:00:06+0000,https://www.nytimes.com/2020/08/28/books/review/new-paperbacks.html,371,BookReview,The New York Times
When the Mask You’re Wearing ‘Tastes Like Socialism’,2020-05-20T09:00:21+0000,https://www.nytimes.com/2020/05/20/opinion/coronavirus-trump-partisanship.html,2661,OpEd,The New York Times
"To Make Orchestras More Diverse, End Blind Auditions",2020-07-16T09:00:22+0000,https://www.nytimes.com/2020/07/16/arts/music/blind-auditions-orchestras-race.html,1248,Arts&Leisure,The New York Times
"N.Y.C.’s 911 System Is Overwhelmed. ‘I’m Terrified,’ a Paramedic Says.",2020-03-28T20:44:05+0000,https://www.nytimes.com/2020/03/28/nyregion/nyc-coronavirus-ems.html,1493,Metro,The New York Times
Coronavirus in N.Y.C.: Latest Updates,2020-05-05T09:28:59+0000,https://www.nytimes.com/2020/05/05/nyregion/coronavirus-nyc.html,1151,Metro,The New York Times
Hedge Fund’s Run at Tribune Publishing Ends With a New Board Seat,2020-07-03T02:13:01+0000,https://www.nytimes.com/2020/07/02/business/media/tribune-alden-board-seat.html,1003,Business,The New York Times
Everything You Need to Know About Gestational Diabetes,2020-04-19T18:56:09+0000,https://www.nytimes.com/article/gestational-diabetes.html,2203,Parenting,The New York Times
Stocks Slide for 2nd Day as U.S. Sounds Alarm on Coronavirus,2020-02-25T07:08:43+0000,https://www.nytimes.com/2020/02/25/business/stock-markets-covid-19.html,907,Business,The New York Times
Video Chats and Ordering In: Coronavirus Quarantine With a Smartphone,2020-02-18T17:29:22+0000,https://www.nytimes.com/2020/02/18/health/coronavirus-quarantine-smartphone.html,1288,Science,The New York Times
"Insurer Drops Whistle-Blower Lawyer, Citing High-Profile Work",2020-08-24T23:43:54+0000,https://www.nytimes.com/2020/08/24/us/politics/whistle-blower-lawyer-insurance.html,812,Washington,The New York Times
Trump Presses for New Justice ‘Without Delay’ as Election-Season Battle Looms,2020-09-19T15:54:41+0000,https://www.nytimes.com/2020/09/19/us/politics/supreme-court-trump.html,2133,Washington,The New York Times
"The Best Movies and TV Shows Coming to Amazon, HBO Max, Hulu and More in December",2020-12-01T15:00:12+0000,https://www.nytimes.com/2020/12/01/arts/television/streaming-hulu-amazon-hbo.html,1193,Culture,The New York Times
How This N.Y. Island Went From Tourist Hot Spot to Emergency Garden,2020-07-23T09:00:25+0000,https://www.nytimes.com/2020/07/23/nyregion/governors-island-nyc-urban-farm.html,1189,Metropolitan,The New York Times
Ancestry Promises Holocaust Records Will Be Free,2020-08-26T16:15:57+0000,https://www.nytimes.com/2020/08/26/arts/ancestry-holocaust-records.html,1034,Culture,The New York Times
Germany Locks Down Ahead of Christmas as Coronavirus Deaths Rise,2020-12-13T16:43:24+0000,https://www.nytimes.com/2020/12/13/world/europe/germany-lockdown-christmas-covid.html,1087,Foreign,The New York Times
"Coronavirus, Stimulus, Winter Solstice: Your Weekend Briefing",2020-12-20T11:19:58+0000,https://www.nytimes.com/2020/12/20/briefing/coronavirus-stimulus-winter-solstice.html,1370,NYTNow,The New York Times
"Abortion Fight Evolves, Overshadowed in 2020 but With Huge Stakes",2020-08-18T18:00:11+0000,https://www.nytimes.com/2020/08/18/us/politics/abortion-2020-election.html,1620,Politics,The New York Times
Australia Shows Us the Road to Hell,2020-01-09T23:15:06+0000,https://www.nytimes.com/2020/01/09/opinion/australia-fires.html,853,OpEd,The New York Times
From Long-Distance Running to Long-Distance Love,2020-09-04T09:00:23+0000,https://www.nytimes.com/2020/09/04/style/from-long-distance-running-to-long-distance-love.html,641,Society,The New York Times
Will Returning Players Be Out of Shape? Soccer May Need More Subs,2020-04-27T17:26:52+0000,https://www.nytimes.com/2020/04/27/sports/soccer/fifa-substitutions-return-of-sports.html,812,Sports,The New York Times
"U.S. Protests, Coronavirus, SpaceX: Your Monday Briefing",2020-06-01T04:09:54+0000,https://www.nytimes.com/2020/06/01/briefing/us-protests-coronavirus-spacex.html,1555,NYTNow,The New York Times
N.F.L. Players Vote Yes on New 10-Year Labor Deal,2020-03-15T14:20:53+0000,https://www.nytimes.com/2020/03/15/sports/football/nfl-cba-approved.html,1370,Sports,The New York Times
Looking for All the Angles,2020-10-12T09:03:06+0000,https://www.nytimes.com/2020/10/12/fashion/watches-geometric-gems-ulysse-nardin.html,1067,SpecialSections,International New York Times
Are We Losing a Generation of Children to Remote Learning?,2020-11-06T10:00:24+0000,https://www.nytimes.com/2020/11/06/nyregion/nyc-remote-learning.html,1304,Metropolitan,The New York Times
"Twitter and Facebook worked to crack down on election disinformation, but challenges loom.",2020-11-04T17:39:02+0000,https://www.nytimes.com/2020/11/04/us/politics/twitter-and-facebook-worked-to-crack-down-on-election-disinformation-but-challenges-loom.html,326,Politics,The New York Times
"Spencer Davis, Whose Band Helped Power the Sound of the ’60s, Dies at 81",2020-10-20T17:22:23+0000,https://www.nytimes.com/2020/10/20/arts/spencer-davis-dead.html,1266,Obits,The New York Times
Union Official Resigns Over Handling of Plácido Domingo Inquiry,2020-03-02T21:40:21+0000,https://www.nytimes.com/2020/03/02/arts/music/placido-domingo-investigation.html,630,Culture,The New York Times
Cuomo Calls Subway Sleeping by Homeless People Unsafe,2020-04-29T09:16:12+0000,https://www.nytimes.com/2020/04/29/nyregion/coronavirus-nyc.html,1227,Metro,The New York Times
"Edie Falco Can’t Quit CNN, but Jazz and a Dog Park Keep Her Sane",2020-02-05T15:00:08+0000,https://www.nytimes.com/2020/02/05/arts/television/edie-falco-favorites.html,982,Arts&Leisure,The New York Times
